,angel,convertible_note,debt_financing,equity_crowdfunding,grant,non_equity_assistance,post_ipo_debt,post_ipo_equity,private_equity,product_crowdfunding,secondary_market,seed,undisclosed,venture
111927,,,,,,,,,,,,,,
111928,,,,,,,,,,,,650000,,
111929,,,200000000,,,,,,,,,,,
111930,,,,,,,,,,,,,,4000000
111931,,,700000,,,,,,,,,,,
111932,,,,,,,,,,,,,,8100000
111933,,,,,,,,,,,,,,
111934,,,,,,,,,,,,,,10700000
111935,,,,,,,,,,,,,,11000000
111936,,,,,,,,,,,,,,
111937,,,,,,,,,,,,,,808000
111938,,,1500000,,,,,,,,,,,
111939,,,,,,,,,,,,2000000,,
111940,,,,,,,,,,,,,,
111941,,,,,,,,,,,,,,25000000
111942,,,,,,,,,,,,,,20000000
111943,,,,,,,,,,,,,,87783861
111944,150000,,,,,,,,,,,,,
111945,,,,,,,,,,,,,,825456
111946,,,,,,,,,,,,,,15200000
111947,,,,,,,,,,,,,,30800000
111948,,,,,,,,,,,,,,25000000
111949,,,,,,,,,,,,,,20000000
111950,,,,,,,,,,,,,,20000000
111951,,,,,,,,,,,,3000000,,
111952,,,,,,,,,,,,,,1950000
111953,,,,,,,,,,,,,,3800000
111954,,,,,,,,,,,,700000,,
111955,,,,,19000000,,,,,,,,,
111956,,,,,,,,,,,,,,7400000
111957,,,155660,,,,,,,,,,,
111958,,,,,,,,,,,,,,2100000
111959,,,,,,,,,,,,,,10000000
111960,,,,,,,,,,,,,,3000000
111961,,,,,,,,,,,,,,2230000
111962,,,,,,,,,,,,,,2000000
111963,,,,,,,,,,,,225000,,
111964,,,,,,,,,,,,,,2387814
111965,,,,,,,,,,,,,,4928252
111966,,,,,,,,,,,,,,2660000
111967,,,,,,,,,,,,,,
111968,,,,,,,,,,,,500000,,
111969,,,,,,,,,,,,625000,,
111970,,,,,,,,,,,,,,7500000
111971,,,2250045,,,,,,,,,,,
111972,,,5000000,,,,,,,,,,,
111973,,,,,,,,,,,,,,12000000
111974,,,1000000,,,,,,,,,,,
111975,,,,,,,,,,,,,,5000000
111976,,,4939074,,,,,,,,,,,
111977,,,5425794,,,,,,,,,,,
111978,,,,,,,,,,,,,,10500000
111979,,,,,,,,,,,,,,8758883
111980,,,1580943,,,,,,,,,,,
111981,,,,,,,,,,,,,,11217807
111982,,,,,,,,,,,,,,13500000
111983,,,,,,,,,,,,,,
111984,,,62000000,,,,,,,,,,,
111985,,,,,,,,,,,,,,26000000
111986,,,,,,,,,,,,,,11140000
111987,,,,,,,,,,,,,,
111988,,,,,,,,,,,,,,3951996
111989,,,,,,,,,,,,,,2400000
111990,,,,,,,,,,,,,,3653122
111991,,,,,,,,,,,,73055,,
111992,,,,,,,,,,,,,,
111993,,,,,,,,,,,,120000,,
111994,,,,165500,,,,,,,,,,
111995,,,,,,,,,,,,,,31000000
111996,,,,,,,,,,,,,,10000000
111997,,,,,,,,,,,,,,3340000
111998,,,,,,,,,,,,,,25000
111999,,,,,,,,,,,,,,350175
112000,,,,,,,,,,,,10000,,
112001,806018,,,,,,,,,,,,,
112002,,,,,,,,,,,,,,
112003,,,,,,,,,,,,500000,,
112004,,,,,,,,,,,,,,10000000
112005,,,,,,,,,,,,,,12000000
112006,,,,,,,,,10000000,,,,,
112007,,,,,,,,,,,,,,
112008,,,,,,,,,,,,,,
112009,,,,,,,,,,,,,,14200000
112010,,,,,,,,,,,,,,5000000
112011,,,,,,,,,,,,,,
112012,,,,,,,,,,,,,,
112013,,,,,,,,,,,,,,
112014,,,,,,,,,,,,,,2376170
112015,,,,,,,,,,,,,,1570000
112016,,,2082549,,,,,,,,,,,
112017,,,,,,,,,20000000,,,,,
112018,,,675000,,,,,,,,,,,
112019,,,,,,,,,,,,,,2420000
112020,,,,500000,,,,,,,,,,
112021,,,,,,,,,,,,,,21900000
112022,,,,,,,,,,,,,,15708750
112023,,,,,,,,,,,,,,
112024,,,6041511,,,,,,,,,,,
112025,,,2155781,,,,,,,,,,,
112026,,,,,,,,,,,,,,26500000
112027,,,,,,,,,,,,,,35400000
112028,,,,,12500000,,,,,,,,,
112029,,,15000000,,,,,,,,,,,
112030,,,,,,,,,,,,,,14400000
112031,,,,,,,,,,,,,,14400000
112032,,,,,,,,,,,,,,20000000
112033,,,,,,,,,,,,,,50000
112034,,,,,,,,,,,,,,212500
112035,,,,,,,,,,,,500000,,
112036,,,,,,,,,,,,,,12000000
112037,,,,,,,,,,,,,9500000,
112038,,,,,,,,,,,,,,
112039,,,,,,,,,,,,500000,,
112040,,,,,,,,,,,,,,589200
112041,,,,,,,,,,,,,,10000000
112042,,,,,,,,,,,,,,12000000
112043,,,,,,,,,,,,,,13000000
112044,,,,,,,,,,,,,,17000000
112045,,,,,,,,,,,,,,23000000
112046,,,,,,,,,,,,,,12500000
112047,,,,,,,,,,,,,,6000000
112048,,,,,,,,,,,,,,34000000
112049,,,,,,,,,,,,,,6000000
112050,,,,,,,,,,,,400000,,
112051,,,7500000,,,,,,,,,,,
112052,,,,,,,,,,,,,,7597653
112053,,,6000000,,,,,,,,,,,
112054,,,,,,,,,,,,,,15000000
112055,,,,,,,,,,,,,,3500000
112056,,,,,,,,,,,,,,3581383
112057,,,,,,,,,,,,28000,,
112058,,,,,,,,,,,,,,5300000
112059,,,,,,,,,,,,1574280,,
112060,,,,,,,,,,,,1640000,,
112061,,,,,,,,,,,,,,10000000
112062,,,,,,,,,,,,,,25000000
112063,,,,,,,,,,,,,,11300000
112064,,,,,,,,,,,,,,
112065,,,,,,,,,,,,,,10500000
112066,,,,,,,,,,,,,,2700000
112067,,,21000000,,,,,,,,,,,
112068,,,,,,,,,,,,,,22000000
112069,,,,,,,,,,,,,,10000000
112070,,,,,,,,,,,,,,2500000
112071,,,,,,,,,,,,,,4000000
112072,,,,,,,,,,,,,,10000000
112073,,,,,,,,,,,,,,6000000
112074,,,,,,,,,,,,,,15000000
112075,,,,,,,,,,,,,,12509998
112076,,,,,,,,,,,,,,6086957
112077,,,,,,,,,,,,,,
112078,,,,,,,,,,,,3000000,,
112079,,,,,,,,,,,,,,
112080,,,,,,,,,,,,,,20000000
112081,,,,,,,,,,,,,,43900000
112082,,,,,,,,,,,,,,37000000
112083,,,,,,,,,,,,,,17000000
112084,,,,,,,,,,,,,,15000000
112085,,,,,,,,,,,,,,6000000
112086,,,,,,,,,,,,,,6351289
112087,,,,,,,,,,,,,,12700000
112088,,,,,,,,,,,,,,7781818
112089,,,,,,,,,,,,,,7586217
112090,,,30344869,,,,,,,,,,,
112091,,,,,,,,,,,,,,3372472
112092,,,,,,,,,,,,,,
112093,,,,,,,,,,,,,,375000
112094,,,,,,,,,,,,,,3654000
112095,,,,,,,,,,,,,,2286492
112096,,,,,,,,,,,,,,1500000
112097,,,,,,,,,,,,,,13000000
112098,,,2300000,,,,,,,,,,,
112099,,,,,,,,,,,,,,
112100,,,4900000,,,,,,,,,,,
112101,,,,,,,,,,,,,,3000000
112102,,,,,,,,12000000,,,,,,
112103,,,,,,,,150000000,,,,,,
112104,,,,,,,,,,,,,,20000000
112105,,,,,,,,13595300,,,,,,
112106,,,,,,,,,,,,,,16600000
112107,,,,,,,,,,,,,,49000000
112108,,,,,,,,110800000,,,,,,
112109,,,,,,,,,,,,,,5000000
112110,,,,,,,,,,,,,,
112111,,,,,,,,,,,,,14958515,
112112,,,,,,,,49636823,,,,,,
112113,,,,,,,,,,,,,,5646169
112114,,,4000000,,,,,,,,,,,
112115,,,,,,,,,,,,,,6500000
112116,,,,,,,,,,,,,,16000000
112117,,,,,,,,,,,,,,4000000
112118,,,,,,,,,,,,,,7000000
112119,,,,,,,,,,,,,,9300000
112120,,,,,,,,1100000000,,,,,,
112121,,,,,,,,,,,,,,
112122,719427,,,,,,,,,,,,,
112123,,,,,,,,,,,,,,
112124,,,,,,,,,,,,,,7000000
112125,,,,,,,,,,,,,,20000000
112126,,,,,,,,,,,,,,2000000
112127,,,,,,,,,,,,,,1500000
112128,,,3000000,,,,,,,,,,,
112129,,,,,,,,,,,,,,1500000
112130,,,,,,,,,,,,,,4500000
112131,,,,,,,,,,,,297057,,
112132,,,,,,,,,,,,,,3000000
112133,,,,,,,,,,,,,,5000000
112134,,,,,,,,,,,,,,
112135,,,,,,,,,,,,,,4000000
112136,,,,,,,,,,,,170000,,
112137,,,,,,,,,,,,,,
112138,,,,,,,,,,,,,,
112139,,,,,,,,,,,,,,
112140,,,,,,,,1633333,,,,,,
112141,,,,,,,,,,,,40000,,
112142,,,,,,,,,,,,,,16000000
112143,,,,,,,,,,,,,,3750000
112144,,,,,622000,,,,,,,,,
112145,,,,,,,,,,,,,,4552730
112146,,,,,,,,,,,,,,15985452
112147,,,,,,,,,,,,444611,,
112148,,564793,,,,,,,,,,,,
112149,,,570000,,,,,,,,,,,
112150,,,10000000,,,,,,,,,,,
112151,,,,,,,,,,,,,,30000000
112152,,,,,,,,,,,,,,1221900
112153,,,,,,,,,,,,500000,,
112154,,,,,,,,,,,,,,200000
112155,,,,,,,,,,,,,,4854368
112156,,,,,,,,,,,,,,
112157,,,,,,,,,,,,,,20000000
112158,,,,,,,,,,,,,,292825
112159,,,,,,,,,,,,,,
112160,146198,,,,,,,,,,,,,
112161,,,,,,,,,,,,,,1208468
112162,,,,,,,,,,,,,,10000000
112163,,,,,,,,,,,,,,12578616
112164,,,,,,,,,,,,,,8000000
112165,2000000,,,,,,,,,,,,,
112166,20000000,,,,,,,,,,,,,
112167,,,,,,,,,,,,,,20000000
112168,,,,,,,,,,,,,,
112169,,,,,,,,,,,,,,
112170,,,,,,,,,,,,,,17500000
112171,,,,,,,,,,,,,,
112172,,,,,,,,,,,,,,
112173,,,,,,,,,,,,,,1100000000
112174,,,,,,,,,,,,,,216000000
112175,,,,,,,,,,,,,,41000000
112176,,,,,,,,,,,,,,
112177,,,,,,,,,,,,,,90000000
112178,,,,,,,,,,,,,,
112179,162954,,,,,,,,,,,,,
112180,162954,,,,,,,,,,,,,
112181,815037,,,,,,,,,,,,,
112182,,,,,,,,,,,,,,
112183,,,,,,,,,,,,,,15000000
112184,,,,,,,,,,,,,,60000000
112185,,,,,,,,,,,,,,1600853
112186,,,,,,,,,,,,,,10000000
112187,,,,,,,,,,,,,,
112188,,,,,,,,,,,,,,1676700
112189,,,,,,,,,,,,,,
112190,,,,,,,,,,,,,,
112191,,,,,,,,,,,,,,2000000
112192,,,,,,,,,,,,,,476000
112193,,,,,,,,,,,,,,20000000
112194,,,,,,,,,,,,,,21000000
112195,,,675000,,,,,,,,,,,
112196,,,,,,,,,,,,,,10000000
112197,,,,,,,,,,,,,,5719816
112198,,,,,,,,,,,,1000000,,
112199,,,,,,,,,,,,150000,,
112200,,,,,,,,,,,,,,960000
112201,,,,,,,,,,,,800000,,
112202,,,,,,,,,,,,,,
112203,,,,,,,,,,,,,,11500000
112204,,,,,,,,,,,,176000,,
112205,,,,,,,,,,,,200000,,
112206,,,,,,,,,,,,,,
112207,,,,,,,,,,,,,,6844560
112208,,,,,,,,,,,,,,32000000
112209,,,,,,,,,,,,,,2400000
112210,,,,,,,,,,,,,,30000000
112211,,,,,,,,,,,,,,
112212,,,,,,,,,,,,,,6500000
112213,1647446,,,,,,,,,,,,,
112214,,,,,,,,,,,,,,20000000
112215,,,,,,,,,,,,,,23000000
112216,,,,,,,,,100000000,,,,,
112217,,,,,,,,,,,,,,1130130
112218,,,,,,,,,,,,,,
112219,,,,,,,,,,,,,,1647446
112220,,,,,,,,,,,,,,40000000
112221,,,,,,,,,,,,,,10000000
112222,,,,,,,,,,,,,,10000000
112223,,,,,,,,,,,,,,1500000
112224,,,500000,,,,,,,,,,,
112225,,,,,214250,,,,,,,,,
112226,,,,,,,,,,,,,,150000
112227,,,,,,,,,,,,,,23500000
112228,,,,,,,,,,,,,,26000000
112229,,,,,,,,,,,,,,6874312
112230,,,,,,,,,,,,,,20000000
112231,,,,,,,,,,,,,,10000000
112232,,,,,,,,,,,,,,10100000
112233,,,,,,,,,,,,,,16250000
112234,,,,,,,,,,,,,,
112235,,,,,,,,,,,,,,
112236,,,,,,,,,50000,,,,,
112237,,,,,,,,,,,,23000,,
112238,,,100000,,,,,,,,,,,
112239,,,200000,,,,,,,,,,,
112240,,,,,,,,,,,,,,30000000
112241,,,,,,,,,,,,,,20000000
112242,,,,,,,,,,,,,,100000000
112243,,,,,,,,,,,,20000,,
112244,,,,,,,,,,,,89948,,
112245,,,,,,,,,,,,,,7500000
112246,,,,,,,,,,,,,,535000
112247,,,,,,,,,,,,,,3000000
112248,,,,,,,,,,,,,,1480000
112249,,,,,,,,,,,,,,4000000
112250,,,,,,,,,,,,,,4400000
112251,,,,,,,,,,,,,,10500000
112252,,,3000000,,,,,,,,,,,
112253,,,,,,,,,,,,,,27388500
112254,,,,,,,,,,,,,,
112255,,,,,,,,,,,,,,1000000
112256,,863572,,,,,,,,,,,,
112257,,,1275000,,,,,,,,,,,
112258,,,,,,,,,,,,,,1200000
112259,,,,,,,,,,,,,,450000
112260,,,,,,,,,,,,,,3000000
112261,,,,,,,,,,,,,,2999999
112262,,,,,,,,,,,,,,25000000
112263,,,,,,,,,,,,,,7000000
112264,,,5922681,,,,,,,,,,,
112265,,,6000001,,,,,,,,,,,
112266,,,,,,,,,,,,,,3000000
112267,,,200000000,,,,,,,,,,,
112268,,,,,,,,,,,,950000,,
112269,,,3000000,,,,,,,,,,,
112270,,,,,,,,,,,,,,4500000
112271,,,,,,,,,,,,1000000,,
112272,,,,,,,,,,,,150000,,
112273,,,,,,,,,,,,,,26200000
112274,,,,,,,,,,,,,,14000000
112275,,,,,,,,,,,,,,16000000
112276,,,,,,,,,,,,,,1190000
112277,,,,,,,,,,,,,,5000000
112278,,,2000000,,,,,,,,,,,
112279,,,2000000,,,,,,,,,,,
112280,,,,,,,,,,,,,,
112281,,,,,,,,,,,,,,23572551
112282,,,,,,,,,50000000,,,,,
112283,,,,,,,,,,,,,,3000000
112284,,,,,,,,,,,,,,15000000
112285,,,,,,,,,,,,,,1600000
112286,,,,,,,,,,,,,,11000000
112287,,,,,,,,,,,,,,3200000
112288,,,,,,,,,,,,12000,,
112289,80000,,,,,,,,,,,,,
112290,,,,,,,,,,,,,,16200000
112291,,,,,,,,,,,,,,10000000
112292,,,,,,,,,,,,,,7000000
112293,,,,,,,,,,,,,,1000000
112294,,,,,,,,,,,,,,4260000
112295,,,,,,,,,,,,,,
112296,,,,,,,,,,,,28000,,
112297,,,,,,,,,,,,5335323,,
112298,,150000,,,,,,,,,,,,
112299,,,,,,,,,,,,,,1900000
112300,,,,,,,,,,,,,,1500000
112301,,,,,,,,,,,,,,25000000
112302,,,,,,,,,,,,,,18000000
112303,,,10328083,,,,,,,,,,,
112304,,,968055,,,,,,,,,,,
112305,,,,,,,,,,,,,,13000000
112306,,,,,,,,,,,,,,33200000
112307,,,,,,,,,,,,,,50000000
112308,,,,,,,,,,,,63177,,
112309,,,,,,,,,,,,40000,,
112310,,,,,,,,,,,,,,10450218
112311,,,,,,,,,143000000,,,,,
112312,1800000,,,,,,,,,,,,,
112313,,,,,,,,,,,,,,1820302
112314,,,,,,,,,,,,,,2000000
112315,,,435000,,,,,,,,,,,
112316,,,380213,,,,,,,,,,,
112317,,,,,,,,,,,,,,8800000
112318,,,,,,,,,,,,,70000,
112319,,,,,,,,,,,,1100000,,
112320,300000,,,,,,,,,,,,,
112321,,,,,,,,,,,,,,976670
112322,,,,,,,,,,,,,,25000000
112323,,,,,,,,,,,,,,20029000
112324,,,,,,,,,,,,,,15000000
112325,,,,,,,,,,,,,,33000000
112326,,,,,,,,,,,,,,
112327,,,,,,,,,,,,,,8000000
112328,1500000,,,,,,,,,,,,,
112329,,,,,,,,,,,,,,5000000
112330,,,,,,,,,,,,,,
112331,,,,,,,,,,,,1800000,,
112332,,,,,,,,,,,,,,4200000
112333,,,,,,,,,,,,,,
112334,,,,,,,,,,,,,,7000000
112335,,,,,,,,,,,,,,8500000
112336,,,4000000,,,,,,,,,,,
112337,,,,,,,,,,,,,,4000000
112338,,,,,,,,,,,,0,,
112339,,,,,,,,,,,,,,5000000
112340,,,,,,,,,,,,,,350000
112341,,,,,,,,,,,,,,131722
112342,,,,,,,,,,,,,,41550000
112343,,,,,,,,,,,,,,4960867
112344,,,,,,,,,,,,,,116500
112345,,,,,,,,,,,,,,3950000
112346,,,3328147,,,,,,,,,,,
112347,,,,,,,,,,,,,,275382
112348,,,,,,,,,5071495,,,,,
112349,,,,,,,,,,,,,,5500000
112350,,,,,,,,,,,,,,5600000
112351,,,,,,,,,,,,,,690672
112352,,,,,,,,,,,,,,9000000
112353,,,,,,,,,,,,,,1402469
112354,,,,,,,,,,,,,,8000000
112355,,,,,,,,,,,,,,1500000
112356,,,,,,,,,,,,2000000,,
112357,,,,,,,,,,,,,,58000000
112358,,,,,,,,,,,,,,2000000
112359,,,,,,,,,,,,,,
112360,,,,,,,,,,,,,,43000000
112361,,,,,,,,,,,,,,620441
112362,,,,,,,,,,,,,,5700000
112363,1260954,,,,,,,,,,,,,
112364,,,,,,,,,,,,2555765,,
112365,,,,,,,,,,,,1250000,,
112366,,,,,,,,,,,,,,20000
112367,,,,,,,,,,,,,,
112368,,,,,,,,,,,,,,
112369,,,,,,,,,,,,,,3000000
112370,,,17405096,,,,,,,,,,,
112371,,,1500000,,,,,,,,,,,
112372,,,,,,,,,,,,,,
112373,,,25000,,,,,,,,,,,
112374,,,,,,,,,,,,,,1000000
112375,,,2027500,,,,,,,,,,,
112376,,,,,,,,,,,,,,2320000
112377,,,,,,,,,,,,,,4750000
112378,,,,,,,,,,,,,,13800000
112379,,,10000000,,,,,,,,,,,
112380,,,,,,,,,148000000,,,,,
112381,,,,,,,,,,,,150000,,
112382,,,,,,,,,,,,,,23000000
112383,,,,,,,,,,,,,,18000000
112384,,,,,,,,,,,,,,16000000
112385,,,,,,,,,,,,,,15500000
112386,,,,,,,,,,,,1031766,,
112387,,,,,,,,,,,,66086,,
112388,,,,,,,,,,,,19706,,
112389,,,,,,,,,,,,300000,,
112390,,,,,,,,,,,,15000,,
112391,,,,,,,,,,,,25000,,
112392,,,,,,,,,,,,,,4000000
112393,,,,,,,,,,,,,,7000000
112394,,,,,,,,,,,,350000,,
112395,,,,,,,,,,,,,,383850
112396,300000,,,,,,,,,,,,,
112397,,,,,,,,,,,,,,4000000
112398,,,,,,,,,,,,,,20000000
112399,,,,,,,,,,,,,,8855000
112400,,,,,,,,,,,,,,30000000
112401,,,,,,,,,,,,,,3010002
112402,,,,,,,,,,,,,,
112403,,,,,,,,,,,,,,10000000
112404,,,,,,,,,,,,,,
112405,,,,,,,,,,,,550000,,
112406,,,,,,,,,,,,,,
112407,,,,,,,,,,,,,,
112408,,,,,,,,,,,,,,
112409,,,,,,,,,,,,,,
112410,,,3250000,,,,,,,,,,,
112411,,,,,,,,,,,,,,
112412,,,,,,,,,,,,,,
112413,,,,,,,,,,,,,,
112414,,,,,,,,,,,,450000,,
112415,,,,,,,,,,,,,,1085452
112416,,,,,,,,,,,,,,6305369
112417,,,,,,,,,,,,,,8000000
112418,,,,,,,,,,,,,,10000000
112419,,,,,,,,,,,,,,800000
112420,,,,,,,,,,,,,,8300000
112421,,,,,,,,,,,,,,8000000
112422,,,,,,,,,,,,,,15200000
112423,,,,,,,,,,,,,,25000000
112424,,,,,,,,,,,,,,30000000
112425,,,,,,,,,,,,,,30000000
112426,,,,,,,,,,,,,,52000000
112427,,,,,,,,,,,,,,7220251
112428,,,23394093,,,,,,,,,,,
112429,,,11150000,,,,,,,,,,,
112430,,,,,,,,,,,,,,2000000
112431,,,2286383,,,,,,,,,,,
112432,,,,,,,,,,,,,,3400000
112433,,,900000,,,,,,,,,,,
112434,,,,,,,,,,,,,,23000000
112435,,,,,,,,,,,,,,5400000
112436,,,,,,,,,,,,,,2000000
112437,,,,,,,,,,,,,,11500000
112438,,,,,,,,,,,,,,2000000
112439,,,,,,,,,,,,,,745616
112440,,,,,,,,,,,,817449,,
112441,,,,,,,,,,,,725000,,
112442,,,,,,,,,,,,,,5479600
112443,,,,,,,,,,,,,,15973200
112444,,,,,,,,,,,,,,1022160
112445,250000,,,,,,,,,,,,,
112446,,,,,,,,,,,,500000,,
112447,,,,,,,,,,,,,,
112448,,,1050000,,,,,,,,,,,
112449,,,,,,,,,,,,,,29500000
112450,,,,,,,,,,,,,,5000000
112451,,,,,,,,,,,,,,10000000
112452,,,,,,,,,,,,,,2000000
112453,,,3200000,,,,,,,,,,,
112454,,,,,2000000,,,,,,,,,
112455,,,,,,,,,,,,,,2996753
112456,,,,,,,,,,,,,,6440512
112457,,,,,,,,,,,,,,
112458,,,,,,,,,,,,,,5000000
112459,,,,,,,,,,,,,,14000000
112460,,,,,,,,,,,,,,6000000
112461,,,,,,,,,,,,,,1130000
112462,,,,,,,,,,,,,,22000000
112463,,,,,,,,,,,,,,4000000
112464,,,,,,,,,,,,,,200000
112465,,,,,,,,,,,,20000,,
112466,,,,,,,,,,,,,,
112467,,,,,,,,,,,,,,2000000
112468,,,,,,,,,,,,42660,,
112469,,,,,,,,,,,,,,25000000
112470,,,,,,,,,,,,,,2587500
112471,,,,,,,,,,,,50000,,
112472,,,,,,,,,,,,,,5000000
112473,,,,,,,,,,,,,,20000000
112474,,,,,,,,,,,,,,40000000
112475,,,,,,,,,,,,,,20000000
112476,,,,,,,,,,,,,,4300000
112477,,,,,,,,,,,,,,5500000
112478,,,,,,,,,,,,,,3000000
112479,,,,,,,,,,,,,,7000000
112480,,,,,,,,,,,,,,22000000
112481,,,,,,,,,,,,,,11000000
112482,,,,,,,,,,,,,,494233
112483,,,,,,,,,,,,,,3000000
112484,,,,,,,,,,,,1400000,,
112485,,,,,,,,,,,,327689,,
112486,,,,,,,,,,,,,,
112487,,,,,,,,,,,,1250000,,
112488,,,,,,,,,,,,,,
112489,,,,,,,,,,,,,,
112490,,,3000000,,,,,,,,,,,
112491,,,,,,,,,,,,273453,,
112492,,,,,,,,,,,,,,5000000
112493,,,,,,,,,,,,,,30000000
112494,,,,,,,,,,,,,,225000
112495,,,,,,,,,,,,,,300000
112496,,,,,,,,,,,,,,1500000
112497,,,,,,,,,,,,,,1400000
112498,,,,,,,,,,,,,,2800000
112499,,,,,,,,,,,,,,
112500,,,,,,,,,,,,,,
112501,,,,,,,,,,,,,,
112502,,,,,,,,,,,,,,6300000
112503,,,,,,,,,,,,,,4000000
112504,,,,,,,,,,,,,,24500000
112505,,,,,,,,,,,,,,
112506,,,,,,,,,,,,100000,,
112507,,,,,,,,,,,,,,
112508,,,,,,,,,,,,1200000,,
112509,,,,,,,,1500000,,,,,,
112510,,,,,,,19900000,,,,,,,
112511,,,,,,,,,,,,,3249513,
112512,,,,,,,,,,,,950000,,
112513,,,,,,,,,,,,,,
112514,,,,,,,,,,,,,,2000000
112515,,,,,,,,,,,,,,8250000
112516,,,,,,,,,,,,90000,,
112517,,,,,,,,,,,,,,5000000
112518,,,,,,,,,,,,,,2519068
112519,,,,,,,,,,,,,,
112520,,,,,,,,,,,,,,
112521,702800,,,,,,,,,,,,,
112522,,,,,,,,,,,,300000,,
112523,,,,,,,,,,,,695000,,
112524,,,,,,,,,,,,500000,,
112525,,,500000,,,,,,,,,,,
112526,,,,,,,,,,,,150000,,
112527,,,465000,,,,,,,,,,,
112528,,,,,,,,,,,,,,
112529,,,,,,,,,,,,1000000,,
112530,,,,,,,,,,,,516000,,
112531,,,,,,,,,,,,250000,,
112532,,,,,,,,,,,,300000,,
112533,,,,,,,,,,,,,,4000000
112534,,,,,,,,,,,,,,
112535,,,,,,,,,,,,,,
112536,,,,,,,,,,,,,,
112537,2077428,,,,,,,,,,,,,
112538,,,,,,,,,,,,,,15200000
112539,,,,,,,,,,,,600000,,
112540,,,,,,,,,,,,200000,,
112541,,,,,,,,,,,,0,,
112542,,,,,,,,,,,,,,4800000
112543,,,,,,,,,,,,,,2000000
112544,,,,,,,,,,,,,,3925845
112545,,,,,,,,,,,,,,641000
112546,,,,,,,,,,,,100000,,
112547,,,,,,,,,,,,600000,,
112548,,,,,,,,,,,,2000000,,
112549,,,,,,,,,,,,,,450000
112550,,,,,,,,,,,,500000,,
112551,,,,,,,,,,,,1,,
112552,,,,,,,,,,,,1,,
112553,500000,,,,,,,,,,,,,
112554,,,,,,,,,,,,,,4000000
112555,,,,,,,,,,,,,,2300000
112556,,,,,,,,,,,,,,500000
112557,,,,1400000,,,,,,,,,,
112558,,,,,,,,,,,,,,
112559,200000,,,,,,,,,,,,,
112560,500000,,,,,,,,,,,,,
112561,,,,,,,,,,,,,,
112562,,,,,,,,,,,,,,5000000
112563,,,,,,,,,,,,,,85000000
112564,,,,,,,,,,,,,,17000000
112565,,,,,,,,,,,,,,25000000
112566,,,,,,,,,,,,,,10000000
112567,,,,,,,,,,,,,,3500000
112568,,,,,,,,,,,,,,1000000
112569,,,,,,,,,,,,,,700000
112570,,,,,,,,,,,,,,2000000
112571,,,,,,,,,,,,,,
112572,,,,,,,,,,,,34172,,
112573,,62288,,,,,,,,,,,,
112574,,,,,,,,,,,,34395,,
112575,,,,,,,,,,,,,,5300000
112576,,,,,,,,,,,,611631,,
112577,,,2500000,,,,,,,,,,,
112578,,,,,,,,,,,,,,2125000
112579,,,668000,,,,,,,,,,,
112580,,,,,,,,,,,,,,15000000
112581,,,,,,,,,,,,,,60000000
112582,,,,,,,,,,,,,,
112583,,,,,,,,,,,,,,8000000
112584,,,,,,,,,,,,,,17700000
112585,,,,,,,,,,,,,,
112586,,,,,,,,,,,,,,2700000
112587,,,,,,,,,,,,,,
112588,,,,,,,,,,,,,,2000000
112589,,,2000000,,,,,,,,,,,
112590,,,,,,,,,,,,,,6500000
112591,1500000,,,,,,,,,,,,,
112592,,,,,,,,,,,,614462,,
112593,,,,,,,,,,,,150000,,
112594,,,,,,,,,,,,500000,,
112595,,,,,,,,,,,,1200000,,
112596,600000,,,,,,,,,,,,,
112597,,,,,,,,,,,,845000,,
112598,,,,,,,,,,,,,,100000
112599,,,,,,,,,,,,743000,,
112600,,,,,,,,,,,,3500000,,
112601,,,,,,,,,,,,,,
112602,,,1000000,,,,,,,,,,,
112603,,,,,,,,,,,,,,14050439
112604,,,5957148,,,,,,,,,,,
112605,,,,,,,,,,,,120000,,
112606,,,,,,,,,,,,200000,,
112607,,,395000,,,,,,,,,,,
112608,,,1000000,,,,,,,,,,,
112609,,,92500,,,,,,,,,,,
112610,284655,,,,,,,,,,,,,
112611,,,,,,,,,,,,,,2000
112612,,,,,,,,,,,,100000,,
112613,,,,,,,,,,,,,,50000000
112614,,,60000000,,,,,,,,,,,
112615,,,,,,,,,,,,,,3400000
112616,,,,,,,,,,,,,,2300000
112617,,,,,,,,,,,,,,2000000
112618,,,,,,,,,,,,,,2700000
112619,,,,,,,,,,,,,,5000000
112620,,,,,,,,,,,,700000,,
112621,,,500000,,,,,,,,,,,
112622,,,1150000,,,,,,,,,,,
112623,,,,,,,,,,,,,,3500000
112624,,,700000,,,,,,,,,,,
112625,,,,,,,,,,,,,,4220000
112626,,,,,,,,,,,,,,2000000
112627,,,,,,,,,,,,,,1786563
112628,,,,,,,,,,,,,,
112629,,,,,,,,,,,,200000,,
112630,,,,,,,,,,,,,,1057130
112631,,,,,,,,,,,,1600000,,
112632,,,,,,,,,,,,,,
112633,,,,,,,,,,,,,,1500000
112634,,,,,,,,,,,,,,
112635,,,,,,,,,,,,,,634000
112636,,,,,,,,,,,,,,6000000
112637,,,,,,,,,,,,,,
112638,,,,,,,,,,,,,,
112639,,,,,,,,,,,,750000,,
112640,,,,,,,,,,,,,,5000000
112641,,,,,,,,,,,,25000,,
112642,,,,,,,,,,,,275000,,
112643,,,,5000,,,,,,,,,,
112644,1500000,,,,,,,,,,,,,
